Date,Dim-0,Dim-1,Dim-2,Dim-3,Dim-4,Dim-5,Dim-6,Dim-7,Dim-8,Dim-9,Dim-10,Dim-11,Dim-12,Dim-13,Dim-14,Dim-15,Dim-16,Dim-17,Dim-18,Dim-19,Dim-20,Dim-21,Dim-22,Dim-23,Dim-24,Dim-25,Dim-26,Dim-27,Dim-28,Dim-29,Dim-30,Dim-31,Dim-32,Dim-33,Dim-34,Dim-35,Dim-36,Dim-37,Dim-38,Dim-39,Dim-40,Dim-41,Dim-42,Dim-43,Dim-44,Dim-45,Dim-46,Dim-47,Dim-48,Dim-49,Dim-50,Dim-51,Dim-52,Dim-53,Dim-54,Dim-55,Dim-56,Dim-57,Dim-58,Dim-59,Dim-60,Dim-61,Dim-62,Dim-63,Dim-64,Dim-65,Dim-66,Dim-67,Dim-68,Dim-69,Dim-70,Dim-71,Dim-72,Dim-73,Dim-74,Dim-75,Dim-76,Dim-77,Dim-78,Dim-79,Dim-80,Dim-81,Dim-82,Dim-83,Dim-84,Dim-85,Dim-86,Dim-87,Dim-88,Dim-89,Dim-90
2017/9/26,0,0,0.013694152,0.002216655,0.017066418,0,0.010255095,0.002183529,0.011684442,0.00483766,0.00119027,0.010964742,0.002445591,0.000984192,0.006854514,0.00040388,0.001722403,0.017162966,0,0.004431606,0.007276152,0,0,0.004045184,0.000940881,0.008773503,0.000611887,0.001772717,0.010276712,0.003398621,0.00921645,0.007769725,0.004315755,0,0.003059538,0,0.029865295,0.031184533,0.00508414,0.000647121,0,0.009506768,0.013351655,0.003620137,0.006263185,0.002141989,0.008966562,0.012083875,0.010531648,0.000922189,0.003532682,0.003851114,0.000627744,0.014383605,0.01080901,0.001948411,0.014080473,0.009318275,0.005305649,0.004564925,0.001522428,0.000709623,0.000722048,0.000620475,0,0,0.041605726,0.023028859,0.00341578,0.003034029,0.001278942,0.000307636,0.006760046,0.003605132,0.000665472,0,0.0026297,0.004613593,0.007556593,0.012792857,0,0.004536457,0,0.022334624,0.001030733,0.001249588,0.009475951,0,0.003628462,0.008109567,0.019341389
2017/9/27,0,0,0.005466168,0.007498211,0.022815239,0,0.011449807,0.000569858,0.010666649,0.000916863,0.000958094,0.004167634,0.001282853,0,0.002180165,0,0.003996565,0.02516649,0,0.002175824,0.005425794,0,0,0.007140094,0,0.007247816,0.000737046,0.003472632,0.005890688,0.002999225,0.011523617,0.004725007,0.005283041,0.000522837,0.00436889,0,0.004815804,0.046250967,0.003312156,0.001135936,0,0.012388488,0.013864496,0,0.007075143,0.004016952,0.002727941,0.01074466,0.002332398,0.003024791,0.004826426,0.010683168,0,0.021965308,0.007159764,0.005321366,0.0204999,0.02805359,0.01503251,0.005745018,0.006304019,0.004832804,0.00034871,0,0.000780307,0,0.038847982,0.024261042,0.012420429,0.001697553,0.003420718,0.00210373,0.003419095,0.004296693,0.00414544,0,0.001950746,0.004697014,0.023525958,0.016431648,0,0.005464369,0.00051232,0.012568043,0.005892789,0.000943178,0.003231665,0.000884012,0.017806211,0.006366654,0.016821248
2017/9/28,0,0,0.006502699,0.008283201,0.014592042,0.001268683,0.016194284,0.009916993,0.003406244,0.005583552,0.000696943,0.008387555,0.007562102,0,0.002852395,0.002976046,0.005043029,0.021499367,0,0.007331149,0.008640548,0,0.000291443,0.007824377,0.000457151,0.008846002,0.00204859,0.006780344,0.006467171,0.005586967,0.007102187,0.00274758,0.001286048,0.000434053,0.006038322,0.000552439,0.015659815,0.024775041,0,0,0,0.01285598,0.006286222,0.004423838,0.005326857,0.007610405,0.007075392,0.010121128,0.00183859,0.002041487,0.004661835,0.004817198,0,0.014745218,0.002209566,0.004015312,0.016412722,0.015935637,0.01445579,0.005355647,0.003625771,0.001834877,0.000368863,0,0.001827638,0.004868394,0.038209741,0.023376873,0.018573878,0.007645818,0.000933409,0.004656708,0.002316957,0.002679947,0.002153525,0,0,0.012106263,0.026073879,0.006123053,0,0,0.000425322,0.013741955,0.005303503,0.00101516,0.001551572,0,0.025341853,0.008744672,0.016605942
2017/9/29,0,0,0.003209075,0.009003761,0.014431876,0.001400837,0.014800494,0.010950013,0.010618693,0.003549582,0.001835799,0.009963495,0.010777288,0,0.006727693,0.001569467,0.000408207,0.000516643,0,0.002683652,0.008140186,0,0,0.004982674,0.002497136,0.00337862,0.002075513,0.005834572,0.007005256,0.001708456,0.006848742,0.007215456,0.000442709,0.0003543,0.008835126,0.000609985,0.015940503,0.000761179,0.000660536,0,0,0.008618209,0.012489469,0.002450651,0.0037657,0.005334167,0.006982134,0.013397326,0.003212308,0.001155158,0.00512327,0.001468237,0,0.008781904,0,0.004848086,0.014914893,0.012621239,0.009255571,0.004392286,0.004003456,0,0.000407286,0.002717635,0.002446406,0.003658693,0.033517547,0.026209544,0.005147762,0.001197975,0,0.002009563,0.000510002,0.000978031,0.002131726,0,0.002167346,0.014647624,0.015553487,0.008369485,0,0,0,0.012767657,0.00306607,0.000640081,0.000886783,0,0.016071037,0.008184698,0.018308061
2017/9/30,0,0,0.000730768,0.002348852,0.014754673,0.003632243,0.011639482,0.000958344,0.00956611,0.006689555,0.001207512,0.008266557,0.005532785,0.001203831,0.012640297,0,0.003945777,0.00323428,0,0.000287528,0.008778617,0,0.002914666,0.004767009,0,0.011486865,0.001252318,0.008254292,0.006134614,0.003659427,0.011510017,0.006215234,0.007249449,0.00042516,0.000892942,0.005791607,0.016188432,0.003448176,0.001114953,0,0,0.006764033,0.019897277,0.009071939,0.009290404,0.00403007,0.013339298,0.01298663,0.007012518,0.000665756,0.000555449,0.004075048,0.00191065,0.015698968,0.001320613,0.007444729,0.011934551,0.027963037,0.006124653,0.008884522,0.010902088,0,0.001268498,0.00087091,0,0,0.046945271,0.02066922,0.001666621,0.000520994,0.002869538,0.004538802,0.003928334,0.003868915,0.003156621,0,0.004043879,0.005017751,0.010304679,0.002860411,0,0,0,0.01430984,0.005702836,0,0.005975766,0.00059516,0.001653248,0.00354969,0.012556372
2017/10/1,0,0,0.007273632,0.003710621,0.014438158,0,0.005766509,0,0.006695346,0.001447123,0.000556709,0.004347909,0.006129415,0.000444851,0.015160851,0,0.004644924,0.005561762,0,0.001135428,0.00382709,0,0.003886222,0.001940814,0.001059557,0.007443377,0.002216166,0.004951256,0.004413901,0.004522484,0.01470555,0.004701004,0.004158663,0,0.002260279,0.001505557,0.015339797,0.007883104,0.004525329,0,0,0.011294377,0.00695365,0.014909756,0.012131831,0.001222957,0.007023065,0.010757724,0.004856483,0.003075337,0.001040031,0.013620523,0.002547534,0.013732213,0,0.006191444,0.020759518,0.028394478,0.006029798,0.012628527,0.013711106,0.002036529,0.000448219,0.004982852,0,0,0.025647456,0.02162906,0.007025628,0.002441294,0.007359915,0.008579935,0.001544875,0.004335954,0.009999448,0,0.004658492,0.002889411,0.005887347,0.005169953,0,0,0,0.016882877,0.014442569,0.000979181,0.004164389,0.000793547,0.001392791,0.006597302,0.011719239
2017/10/2,0,0,0.006571514,0.002105529,0.018195906,0,0.011410497,0.000722795,0.005582365,0.00533434,0.00103126,0.003459113,0,0,0.002101633,0,0.00204004,0.009005171,0,0.002473228,0.00376509,0,0,0.002155578,0,0.005953109,0.000620742,0.004591132,0.010841231,0.00544469,0.008086244,0.006040184,0.007196767,0,0.001300971,0.003504599,0,0.012344252,0.004021932,0.0022509,0,0.004492461,0.01236703,0.011683644,0.007690563,0.002900737,0.001758465,0.010123304,0.003553524,0.002303933,0.002663435,0.012503263,0,0.021624158,0,0.003299555,0.023064366,0.032985104,0.003865612,0.005441321,0.001457166,0.001490143,0.005152425,0.011848311,0,0,0.041646682,0.019078902,0.004628214,0.001643317,0.002407375,0,0.00333544,0.013487001,0.005206794,0,0.001721815,0.00308954,0.002326513,0.006918882,0,0,0,0.007444546,0.005438021,0.001190894,0.005262766,0,0.00558481,0.004858269,0.017078623
2017/10/3,0,0,0.010007147,0.001421268,0.018610494,0,0.01278067,0.000269317,0.003769834,0.005816148,0.000748578,0.006183075,0.000937931,0.001078199,0.007346344,0,0.00073528,0.005387022,0,0.001433465,0.011617072,0,0,0.003340922,0.001920826,0.008252266,0.002024218,0.004410735,0.014115086,0.009645672,0.013956017,0.005538588,0.003605178,0,0.000330575,0.019380348,0.000622661,0.006400675,0.002165046,0.001065579,0,0.007344636,0.00850099,0.008258628,0.008296772,0.005746686,0.013605675,0.012396372,0.006261559,0.002710372,0.001114796,0.007551096,0.004104297,0.022533733,0.001074524,0.004056997,0.02673262,0.023683435,0.00362825,0.006576227,0,0.001085144,0.000472668,0.005264873,0.001565562,0.001615007,0.044086814,0.023586381,0.004942664,0.002864416,0.000575352,0.000732809,0.002376637,0.007745178,0.006358168,0,0.000545525,0.004122258,0.010323823,0.009104718,0,0.007504858,0,0.020852731,0.005041186,0.001346495,0.001505779,0,0.010453798,0.005783957,0.018780201
2017/10/4,0,0,0.009452364,0.002770479,0.011008019,0,0.005985955,0,0.001550993,0.001880608,0.001328057,0.005860148,0,0.001446365,0.005675842,0.002954369,0.000439204,0.002333467,0,0.003309941,0.015295253,0,0,0.006268288,0.001092521,0.00899995,0.001994457,0.002040887,0.013592893,0.003917493,0.011896311,0.005372336,0.002830901,0,0.006399767,0.015990798,0.000662687,0.003021138,0,0.001352947,0,0.001691845,0.005363975,0.002785264,0.018596956,0.011213748,0.013246321,0.009964513,0,0.002814248,0.000372802,0.001634236,0.000928571,0.024616502,0,0.008187651,0.017264915,0.01601084,0.010669353,0.013964156,0,0.001082701,0.000634067,0,0.000565567,0.001750287,0.032342075,0.025939462,0.011249268,0.004153727,0.000556324,0.000983036,0.000614545,0.000982224,0.001829489,0,0.018635446,0.001978291,0.011108067,0.011281772,0,0,0,0.015321123,0.004796127,0.001752047,0.003272125,0,0.025725286,0.007221714,0.015001882
2017/10/5,0,0,0.004181948,0,0.015186936,0,0.003583124,0,0,0.006815209,0.001453214,0.014903954,0,0,0.00162623,0.00069948,0.000910032,0,0,0.002066134,0.01005247,0,0,0.001662623,0.001092916,0.00885688,0.001084353,0.003178434,0.006782225,0.017322273,0.010659755,0.004246044,0.007961332,0,0,0.003069259,0,0.001441943,0,0.001198629,0,0.003586766,0.006431651,0.001994583,0.01679262,0.012703266,0.013324509,0.01534382,0.002248057,0.000366978,0.001475897,0.00093291,0.000617653,0.021342847,0.006604395,0.003603951,0.017146813,0.01189565,0.007160932,0.013876473,0,0.005857371,0,0.007359091,0.000552101,0.002021034,0.041925975,0.01688134,0.018404274,0.005756251,0.000257365,0.001856819,0.00878308,0.004695214,0.001659365,0.007678821,0,0.001093202,0.003371503,0.0124797,0,0,0,0.018726929,0.005774411,0.002472947,0.002011529,0,0.018317943,0.008746942,0.017371835
2017/10/6,0,0,0.004529897,0.000839078,0.016426467,0,0.005288452,0,0.001254304,0.003123086,0.001018077,0.008216566,0.002576123,0.002524581,0.001524946,0,0.001198342,0,0,0.005937794,0.007699765,0,0,0.004594618,0.000436742,0.008451445,0.001059135,0.002944162,0.005701269,0.005309846,0.009897473,0.002611019,0.0064099,0.001330837,0.001464727,0.000374523,0.004086075,0,0,0,0,0.004038781,0.004759407,0,0.007189071,0.005957116,0.013594445,0.022261431,0.000411757,0.001217724,0.00216691,0.000538635,0.001175975,0.011690259,0.001075277,0.008857856,0.015961918,0.003593104,0.008073014,0.006524708,0.001660977,0.004340351,0,0,0.001986206,0.000305155,0.031526552,0.029554567,0.015128002,0.004006425,0.000251379,0.001813638,0.002404954,0.002265584,0,0.007500243,0.003688021,0.006432085,0.00426199,0.015220775,0,0,0,0.009896824,0.002334575,0.000887423,0.003017734,0.000543388,0.029095182,0.009151279,0.020411928
2017/10/7,0,0,0.009533542,0,0.012381111,0,0.005217809,0.001312696,0.011317729,0.003339458,0.002397146,0.004988937,0.001509807,0.001258426,0.012007,0,0.006719819,0.002747545,0,0.009029638,0.00679589,0,0.000986096,0.007569805,0,0.003120556,0.000983043,0.004163334,0.005008154,0.010915356,0.008130996,0,0.009905807,0.001846,0.002031718,0.003022622,0.017398821,0.002412863,0.001988949,0,0,0.021002999,0.019476191,0,0.00714365,0.005157085,0.012410185,0.014518417,0,0.004244045,0.003005714,0.004094805,0.001142015,0.010841396,0.004558759,0.007982676,0.023242602,0.050803691,0.007604595,0.007506574,0,0.00431131,0,0,0.008585301,0.000661063,0.045802815,0.032684249,0.013964107,0.004622012,0.000891753,0.001072508,0.003794401,0.003790034,0,0,0.002508592,0.002891301,0.012194671,0.006671318,0,0,0,0.012317485,0.004347996,0.001331051,0.002463553,0.000713878,0.002487941,0.006818995,0.01241599
2017/10/8,0,0,0.003185434,0,0.0106847,0,0.021991963,0,0.010577199,0.00436144,0.001492684,0.002154948,0.001079343,0.002614723,0.008870493,0.001934255,0.003132772,0.001455958,0,0.002155931,0.013423967,0,0,0.01277323,0.000860092,0.005953301,0.000983043,0.002650604,0.002595113,0.008237291,0.009810018,0,0.002787759,0.004159937,0.000968997,0.008948509,0.021907478,0.000895013,0.000683726,0,0,0.015962664,0.014715315,0,0.016941023,0.004109753,0.012423806,0.006578407,0.000999656,0.004359432,0.001957841,0.011665668,0.001142015,0.017542643,0,0.007375291,0.021055622,0.036532778,0.019122907,0.011956299,0,0,0.00451051,0,0,0.000661063,0.043694799,0.025566908,0,0,0.007121985,0.001061927,0.00306116,0.004197971,0.002055204,0,0.012042079,0.006396227,0.027257185,0.007737335,0,0,0,0.025363082,0.011069783,0.000528138,0.0033266,0.000713878,0.011722677,0.005625429,0.013602373
2017/10/9,0,0,0.001862655,0,0.010807201,0,0.00750807,0,0.003081554,0.00588438,0.002915298,0.007224915,0.005215263,0.000914026,0.002172248,0.003023088,0.001622116,0.001601506,0,0.002938007,0.016397862,0,0.005719135,0.005347578,0.000672128,0.00379388,0.0065331,0.01196482,0.005150517,0.003425782,0.009134264,0.00170359,0.003695323,0,0.002342982,0.004195813,0.006858035,0.001562308,0.000751526,0.001430574,0,0.003358421,0.01221853,0.001100166,0.007385953,0.002339107,0.006069594,0.009184819,0,0.001726919,0.001708517,0.005152842,0,0.008759856,0,0.005087245,0.011098144,0.025826703,0.013348447,0.0050139,0,0.00269226,0.001932614,0,0.005330924,0.003797769,0.039715712,0.013128971,0.008284395,0.011645922,0.003849166,0,0.001330231,0.002950796,0.011322826,0,0.010947121,0.005201834,0.02503966,0.005919534,0,0,0,0.008326758,0.00089133,0.002454264,0.000832328,0.000457729,0.009454408,0.008259806,0.017889806
2017/10/10,0,0,0.001771653,0,0.01699542,0,0.023569123,0.000882375,0.00275959,0.010199339,0.002056366,0.009636584,0.000640869,0,0.001283444,0.000837405,0.001967849,0.003809865,0,0.003615522,0.009907747,0,0.002763889,0.010528317,0,0.00523528,0.001155464,0.003902464,0.003996452,0.00443843,0.024360764,0.005727494,0.00326894,0.000683209,0.002072638,0.001018721,0.012625549,0.005420988,0,0,0,0.004441904,0.00885637,0.000549355,0.01281939,0.003411871,0.012642011,0.015213536,0.005449666,0.003706692,0.00151138,0.00288916,0.000687812,0.005730527,0.001691201,0.00269204,0.016815942,0.015168847,0.006155629,0.01292634,0.000345033,0.000752103,0.001025681,0,0.002309701,0.003672055,0.039398327,0.024501614,0.005798572,0.006878599,0.005324678,0.001176996,0.006742872,0.003294134,0.001353287,0,0.002505061,0.007783497,0.021315135,0.006644168,0,0,0,0.009727859,0.007378473,0.001179189,0,0.000432348,0.012101876,0.009253231,0.01938728
2017/10/11,0,0,0.00293064,0.002889921,0.013458431,0,0.030660355,0.000576448,0.000798326,0.002215874,0.000415188,0.011663502,0.000510131,0.000611447,0.001923158,0,0.00606108,0.001460098,0,0.007289909,0.012164649,0,0.00697098,0.021321093,0,0.001133875,0.00336019,0.002200001,0.007712271,0.006825258,0.017766358,0.005486665,0.001116206,0.000657905,0.002048772,0,0.009675434,0.002344678,0.003071759,0,0,0.007261364,0.012392396,0,0.012560816,0.00454203,0.011197046,0.011919328,0.002548617,0.003474911,0.002097172,0.003178471,0,0.004000883,0,0.001867627,0.013759463,0.010398716,0.009911677,0.013546486,0.00702051,0.002892699,0.009930391,0.00180718,0.000466268,0,0.040771249,0.032862822,0.012815412,0.00576672,0.004878824,0.002427379,0,0.003211955,0.004530982,0,0.007530175,0.002372676,0.016972613,0.007564834,0,0,0,0.013749067,0.008703422,0.003185688,0.001873106,0,0.014853815,0.008157743,0.024467029
