Date,Topic-0,Topic-1,Topic-2,Topic-3,Topic-4,Topic-5,Topic-6,Topic-7,Topic-8,Topic-9,Topic-10,Topic-11,Topic-12,Topic-13,Topic-14,Topic-15,Topic-16,Topic-17,Topic-18,Topic-19,Topic-20,Topic-21,Topic-22,Topic-23,Topic-24,Topic-25,Topic-26,Topic-27,Topic-28,Topic-29,Topic-30,Topic-31,Topic-32,Topic-33,Topic-34,Topic-35,Topic-36,Topic-37,Topic-38,Topic-39,Topic-40,Topic-41,Topic-42,Topic-43,Topic-44,Topic-45,Topic-46,Topic-47,Topic-48,Topic-49
2016-08-31,0.023975864,0.002768374,0.064008647,0.019773907,0.033635932,0.029253491,0.037927371,0.036869701,0.050379918,0.035394899,0.019750904,0.001775422,0.020126237,0.004922214,0.010347286,0.032556452,0.038859255,0.019752954,0.026441693,0.003596102,0.030281877,0.014850186,0.019728229,0.027368195,0.015628708,0.012180456,0.043246602,0.031391012,0.003098907,0,0.025111582,0.019859409,0.003409143,0.014584217,0.051017302,0.026585676,0.012628719,0.016010344,0.0110385,0,0.02059966,0.002529587,0.017529316,0,0,0,0,0,0,0
2016-09-01,0.013569632,0.035993402,0.046200931,0,0.021002224,0.023217689,0.012242743,0.043304821,0.026769642,0.014062031,0.022827578,0.034504221,0.00683078,0.006685509,0.008639995,0.010196348,0.014550614,0.007579733,0.033034491,0.004030113,0.039845382,0.01203132,0.019378537,0.008146848,0.0406531,0.017616145,0.048112415,0.020321866,0.009303878,0.004546355,0.051826975,0.040787043,0.012399615,0.030083643,0.031351929,0.012187384,0.014987202,0.029204034,0.019279819,0.036653615,0.017104462,0.008793508,0.023114896,0,0,0,0,0,0,0
2016-09-02,0.026719612,0.009383881,0.012276011,0.022088755,0.021044777,0.06388835,0.026460327,0.014559111,0.055185574,0.027657686,0.00365312,0.040750226,0.032298406,0.013334818,0.017728668,0,0.042142322,0.011343747,0.037263647,0.011273664,0,0.014929291,0.036879396,0.025616778,0.030057075,0.036049041,0.036756882,0.022161964,0.01018696,0.011760503,0.042585296,0.00951213,0.012119931,0.031672711,0.003793172,0.002911292,0.037779114,0.009135875,0.029953059,0.024618754,0.003177039,0.00297795,0.017611845,0,0,0,0,0,0,0
2016-09-03,0.007902862,0.003234954,0.01493495,0.008018422,0.019275635,0.003828016,0.019063779,0.011546341,0.027437328,0.019793539,0.058550919,0,0.003417542,0.023292745,0.012926292,0.005706553,0.009722306,0.050254109,0.029650038,0.00915563,0.040517308,0.017025948,0.030452418,0.055723981,0.013319522,0.004062639,0.025553553,0.00846267,0.00989201,0.039541158,0.023522374,0.038112207,0.019756982,0.061179026,0.04374834,0.048775229,0.011611679,0.011986747,0.042189195,0.006307124,0.003012682,0,0.041241306,0,0,0,0,0,0,0
2016-09-04,0.013346108,0.01787123,0,0.041331886,0.014139911,0.01642735,0,0.017446833,0.027265747,0.045165088,0.009158235,0.03645017,0,0.035078059,0.004308786,0,0.044754409,0.03136233,0.068934987,0.007528406,0.020137676,0.007446953,0,0.039017243,0.034843308,0.007507045,0.014864654,0.031797727,0.00212716,0.002826209,0.027543222,0.022106495,0.023567971,0.01414741,0.045693252,0.007682698,0,0.01951734,0.080743069,0.025781694,0.02168851,0.025874748,0.032449035,0,0,0,0,0,0,0
2016-09-05,0.010038674,0.022558947,0.013663742,0.032662263,0.024107792,0.027740542,0.023255637,0.008496558,0.03736842,0,0.003266919,0.023665417,0.031873813,0.013146692,0.015695469,0.016200075,0.039532304,0.024400465,0.0367366,0.012166163,0.028224847,0.017220434,0.015494392,0.029652014,0.032536388,0.013285318,0.038311522,0.008200008,0.026682596,0.014556485,0.026367072,0.006578332,0.038976942,0.012174227,0.075188936,0.029304214,0.004134408,0.011366398,0.069479196,0.00386094,0.011492152,0.002627818,0.006284261,0,0,0,0,0,0,0
2016-09-06,0.014525722,0.059425952,0.002219377,0.073531334,0.025505306,0.040482324,0.053738058,0.019447754,0.023335044,0.021262738,0.024814258,0.006528863,0.00746075,0.012628993,0.024476593,0.00934968,0.011746785,0.011617313,0.013800868,0.012163894,0.005643258,0.031032161,0.016820739,0.007017014,0.022555883,0.012481844,0.065401605,0.022720426,0.02261094,0.011736741,0.033552633,0.011320656,0.012748285,0.004688114,0.012127391,0.021909195,0.012505062,0.013866419,0.053345023,0.002929069,0.062849634,0,0.005830003,0,0,0,0,0,0,0
2016-09-07,0.016946827,0.111950034,0.015231692,0.012909676,0.008097085,0.040705369,0.072742547,0.001971024,0.015082851,0.013564673,0.018852932,0.016652367,0.012635731,0.012475007,0.033365537,0.0035289,0.019615283,0.022334274,0.038029258,0.011423627,0.017562291,0.023331351,0.028029856,0.013249976,0.022758956,0.031023306,0.008165276,0.003679478,0.005199741,0.005022964,0.013820258,0.008772927,0.035399751,0.012049535,0.030074358,0.006190089,0.018546171,0.014095437,0.056363226,0.0112167,0.05877825,0,0.01930229,0,0,0,0,0,0,0
2016-09-08,0.016744839,0.050275171,0.014018138,0.029284531,0.045472277,0.002610365,0.031826632,0.010338583,0.00930815,0.011162258,0.011156933,0.007721702,0.024980098,0.02426942,0.023568124,0.001853113,0.064862777,0.00817249,0.049057737,0.004323884,0.01269664,0.019952673,0.018109079,0.033836347,0,0.013279655,0.035374227,0.038208925,0.031140495,0.004842701,0.00833477,0.026911889,0.020212409,0.025754785,0.024954228,0.008441545,0.007118721,0.009771704,0.026104129,0.010940269,0.070003684,0,0.048006265,0,0,0,0,0,0,0
2016-09-09,0.005831529,0.103080326,0.034562236,0.013484091,0.010945305,0.028725891,0,0.011489284,0.020983376,0.014213706,0.006384137,0.01435409,0.01625935,0.013139878,0.0087846,0.012104676,0.045012671,0.006781089,0.048120455,0.013300495,0.020523886,0.025825924,0.008177099,0.003160862,0.049897902,0.014827096,0.011659206,0.02952005,0.020435787,0.011868258,0.015052878,0.035821651,0.012289384,0.01826334,0.049860889,0.045159058,0.025676321,0.019990531,0.016889286,0.012028215,0.022810283,0.004343913,0.037217637,0,0,0,0,0,0,0
