Date,"polarity_des_range(0,0.2]","polarity_des_range(0.2,0.4]","polarity_des_range(0.4,0.6]","polarity_des_range(0.6,0.8]","polarity_des_range(0.8,1]",polarity_des_max,polarity_des_min,polarity_des_mean,polarity_des_std,"subject_des_range(0,0.2]","subject_des_range(0.2,0.4]","subject_des_range(0.4,0.6]","subject_des_range(0.6,0.8]","subject_des_range(0.8,1]",subject_des_max,subject_des_min,subject_des_mean,subject_des_std
2016-06-19,0.0,0.08695652173913043,0.6521739130434783,0.21739130434782608,0.043478260869565216,0.9,0.275,0.5581262939958592,0.1429200189345216,0.2608695652173913,0.30434782608695654,0.34782608695652173,0.043478260869565216,0.043478260869565216,0.9,0.0,0.3669513457556936,0.24067741232756532
2016-06-20,0.0,0.06451612903225806,0.6774193548387096,0.25806451612903225,0.0,0.8,0.4,0.5460451868919611,0.09918175038926404,0.45161290322580644,0.22580645161290322,0.12903225806451613,0.06451612903225806,0.12903225806451613,1.0,0.0,0.3200314201927105,0.31248584312747946
2016-06-21,0.0,0.047619047619047616,0.7380952380952381,0.21428571428571427,0.0,0.75,0.375,0.5362103174603174,0.08728445652325979,0.5,0.21428571428571427,0.16666666666666666,0.023809523809523808,0.09523809523809523,1.0,0.0,0.282378848003848,0.28904540895500624
2016-06-22,0.0,0.06666666666666667,0.8,0.13333333333333333,0.0,0.7,0.25,0.5103409090909091,0.08912543469616961,0.6666666666666666,0.03333333333333333,0.2,0.06666666666666667,0.03333333333333333,1.0,0.0,0.22060185185185185,0.28467399445142366
2016-06-23,0.0,0.0,0.8285714285714286,0.17142857142857143,0.0,0.7375,0.421875,0.533379329004329,0.07264851312145176,0.5714285714285714,0.14285714285714285,0.17142857142857143,0.02857142857142857,0.08571428571428572,1.0,0.0,0.2531764069264069,0.28854683606215614
2016-06-24,0.0,0.030303030303030304,0.9090909090909091,0.06060606060606061,0.0,0.7,0.4,0.5136172329354148,0.05569440652782463,0.696969696969697,0.21212121212121213,0.06060606060606061,0.0,0.030303030303030304,0.875,0.0,0.1604959854959855,0.21242506051942012
2016-06-25,0.034482758620689655,0.0,0.896551724137931,0.06896551724137931,0.0,0.65,0.175,0.49649901104642485,0.07857470134543992,0.4827586206896552,0.3448275862068966,0.13793103448275862,0.034482758620689655,0.0,0.7,0.0,0.21821291735084838,0.19245348962885636
2016-06-26,0.0,0.14285714285714285,0.6785714285714286,0.17857142857142858,0.0,0.75,0.25,0.5099161255411255,0.10951283444234697,0.5357142857142857,0.17857142857142858,0.17857142857142858,0.07142857142857142,0.03571428571428571,0.9,0.0,0.2707756132756133,0.26510594132571563
2016-06-27,0.05263157894736842,0.05263157894736842,0.6578947368421053,0.23684210526315788,0.0,0.8,0.09999999999999998,0.5132824960127591,0.14038033158416924,0.34210526315789475,0.2894736842105263,0.15789473684210525,0.07894736842105263,0.13157894736842105,1.0,0.0,0.37295321637426904,0.32861378867879104
2016-06-28,0.07142857142857142,0.07142857142857142,0.7857142857142857,0.07142857142857142,0.0,0.71875,0.0,0.4668569624819625,0.13160973477573717,0.38095238095238093,0.23809523809523808,0.16666666666666666,0.09523809523809523,0.11904761904761904,1.0,0.0,0.36070346320346325,0.32409885314712045
2016-06-29,0.03333333333333333,0.06666666666666667,0.6333333333333333,0.26666666666666666,0.0,0.75,0.0,0.5207743506493506,0.1473057207164291,0.3333333333333333,0.26666666666666666,0.23333333333333334,0.0,0.16666666666666666,1.0,0.0,0.3662943722943723,0.3261965671000526
2016-06-30,0.030303030303030304,0.15151515151515152,0.6666666666666666,0.12121212121212122,0.030303030303030304,0.85,0.0,0.48940906175754656,0.13594360046657944,0.42424242424242425,0.2727272727272727,0.24242424242424243,0.030303030303030304,0.030303030303030304,1.0,0.0,0.2724621758712668,0.24071968001094443
2016-07-01,0.023809523809523808,0.11904761904761904,0.6666666666666666,0.19047619047619047,0.0,0.6875,0.0,0.5002228921871779,0.12599804287835037,0.47619047619047616,0.19047619047619047,0.16666666666666666,0.11904761904761904,0.047619047619047616,1.0,0.0,0.2996027451384594,0.2890703917376029
2016-07-02,0.030303030303030304,0.09090909090909091,0.5151515151515151,0.30303030303030304,0.06060606060606061,1.0,0.2,0.5631225676680223,0.15696717386437514,0.3333333333333333,0.12121212121212122,0.2727272727272727,0.15151515151515152,0.12121212121212122,1.0,0.0,0.41654641654641655,0.30062577580830646
2016-07-03,0.0,0.047619047619047616,0.7142857142857143,0.19047619047619047,0.047619047619047616,0.875,0.38333333333333336,0.5593503057788771,0.10983883160896755,0.23809523809523808,0.23809523809523808,0.2857142857142857,0.14285714285714285,0.09523809523809523,1.0,0.0,0.42531436817151097,0.29437018758770117
2016-07-04,0.0,0.0,0.7619047619047619,0.23809523809523808,0.0,0.75,0.4166666666666667,0.5451893939393939,0.09048303729996376,0.3333333333333333,0.2857142857142857,0.19047619047619047,0.14285714285714285,0.047619047619047616,0.9,0.0,0.34064373897707234,0.26768266374055955
2016-07-05,0.0,0.025,0.725,0.2,0.05,0.95,0.3,0.5587336760461761,0.1277351416560303,0.4,0.275,0.15,0.05,0.125,1.0,0.0,0.3316641414141414,0.30402956554311267
2016-07-06,0.0,0.07894736842105263,0.8157894736842105,0.07894736842105263,0.02631578947368421,0.85,0.31574074074074077,0.5207463102199944,0.09416752033437274,0.42105263157894735,0.2631578947368421,0.18421052631578946,0.10526315789473684,0.02631578947368421,0.9,0.0,0.2854152426520848,0.2594018901658312
2016-07-07,0.0,0.20689655172413793,0.7241379310344828,0.06896551724137931,0.0,0.6928571428571428,0.3,0.48828034034930584,0.08802524384366095,0.4482758620689655,0.13793103448275862,0.3448275862068966,0.0,0.06896551724137931,1.0,0.0,0.2988722197342887,0.291654741228982
2016-07-08,0.0,0.13157894736842105,0.7894736842105263,0.07894736842105263,0.0,0.7166666666666667,0.25,0.49016608391608396,0.090539427629881,0.34210526315789475,0.2631578947368421,0.2894736842105263,0.0,0.10526315789473684,1.0,0.0,0.32988871508608353,0.3020990488656973
2016-07-09,0.0,0.023809523809523808,0.6904761904761905,0.2619047619047619,0.023809523809523808,0.85,0.4,0.563047138047138,0.10551284695762111,0.38095238095238093,0.21428571428571427,0.23809523809523808,0.09523809523809523,0.07142857142857142,1.0,0.0,0.34290824915824913,0.30402873252506357
2016-07-10,0.034482758620689655,0.034482758620689655,0.5862068965517241,0.3448275862068966,0.0,0.8,0.125,0.5668582375478928,0.1471838328476368,0.27586206896551724,0.27586206896551724,0.20689655172413793,0.1724137931034483,0.06896551724137931,0.9,0.0,0.38722922192749776,0.27943143523798486
2016-07-11,0.0,0.11904761904761904,0.5714285714285714,0.30952380952380953,0.0,0.8,0.25,0.5381720263863121,0.1312309909637104,0.2619047619047619,0.35714285714285715,0.19047619047619047,0.09523809523809523,0.09523809523809523,1.0,0.0,0.36805154171225596,0.2735419607698295
2016-07-12,0.0,0.0,0.9473684210526315,0.05263157894736842,0.0,0.625,0.4375,0.49803163211057944,0.03780450111141935,0.47368421052631576,0.42105263157894735,0.05263157894736842,0.0,0.05263157894736842,1.0,0.0,0.21250930356193515,0.250397841258852
2016-07-13,0.034482758620689655,0.06896551724137931,0.7586206896551724,0.13793103448275862,0.0,0.6964285714285714,0.09999999999999998,0.502747145096283,0.10629611565488947,0.4482758620689655,0.20689655172413793,0.1724137931034483,0.10344827586206896,0.06896551724137931,0.9,0.0,0.2836164601681843,0.29612814590637404
2016-07-14,0.0,0.0625,0.71875,0.21875,0.0,0.759090909090909,0.3,0.536222380050505,0.09778228333470342,0.4375,0.25,0.21875,0.0625,0.03125,1.0,0.0,0.27207465277777776,0.24904573794627194
2016-07-15,0.02857142857142857,0.08571428571428572,0.6285714285714286,0.22857142857142856,0.02857142857142857,0.9,0.0,0.5488284632034632,0.17394254486462551,0.2571428571428571,0.22857142857142856,0.17142857142857143,0.02857142857142857,0.3142857142857143,1.0,0.0,0.502288961038961,0.37114667554951103
2016-07-16,0.0,0.046511627906976744,0.6976744186046512,0.2558139534883721,0.0,0.8,0.3,0.5523195409241921,0.08958246346694562,0.3023255813953488,0.37209302325581395,0.20930232558139536,0.06976744186046512,0.046511627906976744,1.0,0.0,0.3280937279774489,0.2665893865609299
2016-07-17,0.0,0.1388888888888889,0.6666666666666666,0.16666666666666666,0.027777777777777776,0.9,0.3,0.5266111511944845,0.11668224507751337,0.4444444444444444,0.25,0.25,0.027777777777777776,0.027777777777777776,1.0,0.0,0.27660022847522847,0.24537687521907492
2016-07-18,0.0,0.125,0.75,0.125,0.0,0.8,0.3,0.5131650883838385,0.08762230995559656,0.475,0.225,0.175,0.1,0.025,1.0,0.0,0.2834258207070707,0.25625767293350066
2016-07-19,0.0,0.11538461538461539,0.6538461538461539,0.19230769230769232,0.038461538461538464,0.9,0.2893939393939394,0.5191332625707626,0.12354860030349582,0.5384615384615384,0.11538461538461539,0.15384615384615385,0.15384615384615385,0.038461538461538464,1.0,0.0,0.28669809357309356,0.3101106146780565
2016-07-20,0.0,0.02127659574468085,0.8723404255319149,0.0851063829787234,0.02127659574468085,0.9,0.3,0.5301175125111296,0.08787756264687469,0.48936170212765956,0.2978723404255319,0.14893617021276595,0.02127659574468085,0.0425531914893617,1.0,0.0,0.241099175647048,0.24326894088867257
2016-07-21,0.0,0.08571428571428572,0.8285714285714286,0.08571428571428572,0.0,0.6875,0.25,0.49551352813852817,0.08438491684404371,0.5428571428571428,0.22857142857142856,0.2,0.02857142857142857,0.0,0.8,0.0,0.21700324675324675,0.20860560493312572
2016-07-22,0.021739130434782608,0.08695652173913043,0.7391304347826086,0.15217391304347827,0.0,0.8,0.2,0.5126326541815672,0.09909414817358521,0.5,0.21739130434782608,0.1956521739130435,0.043478260869565216,0.043478260869565216,1.0,0.0,0.2547177520547086,0.26944898383529586
2016-07-23,0.0,0.06896551724137931,0.7241379310344828,0.13793103448275862,0.06896551724137931,0.9,0.375,0.5372082897944966,0.11633377679713347,0.6206896551724138,0.13793103448275862,0.13793103448275862,0.10344827586206896,0.0,0.75,0.0,0.22254440961337513,0.23587769342628048
2016-07-24,0.0,0.045454545454545456,0.8636363636363636,0.09090909090909091,0.0,0.7625,0.375,0.5241555162009708,0.08388115523407852,0.5909090909090909,0.22727272727272727,0.13636363636363635,0.045454545454545456,0.0,0.6666666666666666,0.0,0.196239997376361,0.21383875521152793
2016-07-25,0.02857142857142857,0.0,0.7142857142857143,0.2571428571428571,0.0,0.8,0.125,0.5466392496392496,0.1154196620302267,0.42857142857142855,0.2571428571428571,0.14285714285714285,0.08571428571428572,0.08571428571428572,1.0,0.0,0.32031457431457433,0.2864171814570551
2016-07-26,0.0,0.08823529411764706,0.6764705882352942,0.23529411764705882,0.0,0.8,0.32,0.5332703305681248,0.10498686660136619,0.4411764705882353,0.14705882352941177,0.11764705882352941,0.17647058823529413,0.11764705882352941,1.0,0.0,0.37283371040723984,0.3314327516818337
2016-07-27,0.034482758620689655,0.06896551724137931,0.7586206896551724,0.10344827586206896,0.034482758620689655,0.9,0.2,0.5247594359663326,0.12158244750618265,0.5172413793103449,0.1724137931034483,0.2413793103448276,0.06896551724137931,0.0,0.8,0.0,0.25935051538499815,0.2361020599608464
2016-07-28,0.0,0.047619047619047616,0.9047619047619048,0.047619047619047616,0.0,0.625,0.35,0.510530303030303,0.05727558314188014,0.5238095238095238,0.14285714285714285,0.23809523809523808,0.09523809523809523,0.0,0.7166666666666667,0.0,0.25953102453102456,0.23293897166351413
2016-07-29,0.0,0.05555555555555555,0.9444444444444444,0.0,0.0,0.58,0.375,0.4989520202020202,0.04806179802926731,0.6111111111111112,0.1111111111111111,0.2222222222222222,0.05555555555555555,0.0,0.7272727272727273,0.0,0.2406060606060606,0.24592806595193564
2016-07-30,0.0,0.037037037037037035,0.8148148148148148,0.14814814814814814,0.0,0.6517857142857143,0.35,0.5164598197584309,0.069210720669968,0.48148148148148145,0.3333333333333333,0.14814814814814814,0.037037037037037035,0.0,0.7848484848484848,0.0,0.23359921971033082,0.21176686027846395
2016-07-31,0.0,0.08823529411764706,0.7647058823529411,0.14705882352941177,0.0,0.7714285714285715,0.39375,0.520920284780579,0.08672890266044059,0.4411764705882353,0.17647058823529413,0.29411764705882354,0.029411764705882353,0.058823529411764705,1.0,0.0,0.310655929038282,0.27088023932495603
2016-08-01,0.0,0.13636363636363635,0.6818181818181818,0.18181818181818182,0.0,0.6590909090909091,0.375,0.5246958218549128,0.07558014594983847,0.4090909090909091,0.4090909090909091,0.13636363636363635,0.045454545454545456,0.0,0.65,0.0,0.2567263544536272,0.1988441040432454
2016-08-02,0.02702702702702703,0.10810810810810811,0.7027027027027027,0.16216216216216217,0.0,0.75,0.09999999999999998,0.503013338013338,0.12077504674408375,0.5135135135135135,0.1891891891891892,0.10810810810810811,0.02702702702702703,0.16216216216216217,1.0,0.0,0.31681564681564683,0.34352707001205574
2016-08-03,0.0,0.06060606060606061,0.8181818181818182,0.12121212121212122,0.0,0.75,0.36388888888888893,0.5239368922323469,0.09144492495676704,0.42424242424242425,0.18181818181818182,0.15151515151515152,0.18181818181818182,0.06060606060606061,0.9,0.0,0.3285084822584823,0.29886526262644425
2016-08-04,0.0,0.07692307692307693,0.6923076923076923,0.23076923076923078,0.0,0.75,0.25,0.5345500795500795,0.10898453935889867,0.41025641025641024,0.15384615384615385,0.2564102564102564,0.15384615384615385,0.02564102564102564,1.0,0.0,0.3209953934953935,0.2814914795303659
2016-08-05,0.0,0.07692307692307693,0.5961538461538461,0.2692307692307692,0.057692307692307696,1.0,0.23333333333333334,0.57117118992119,0.15158955377168407,0.46153846153846156,0.21153846153846154,0.17307692307692307,0.038461538461538464,0.11538461538461539,0.95,0.0,0.3229000166500166,0.2947000850010986
2016-08-06,0.02857142857142857,0.11428571428571428,0.5428571428571428,0.2571428571428571,0.05714285714285714,1.0,0.175,0.5620887445887446,0.17752900397543447,0.22857142857142856,0.2857142857142857,0.22857142857142856,0.11428571428571428,0.14285714285714285,1.0,0.0,0.4350757575757576,0.30181449223793416
2016-08-07,0.0,0.029411764705882353,0.6470588235294118,0.3235294117647059,0.0,0.775,0.25,0.5465537730243613,0.10964501194345956,0.35294117647058826,0.3235294117647059,0.23529411764705882,0.058823529411764705,0.029411764705882353,0.95,0.0,0.30220216874628636,0.23961490838498872
2016-08-08,0.0,0.07142857142857142,0.6904761904761905,0.21428571428571427,0.023809523809523808,0.9,0.25,0.5404804851233422,0.11506117201062278,0.35714285714285715,0.23809523809523808,0.21428571428571427,0.11904761904761904,0.07142857142857142,1.0,0.0,0.35963632927918643,0.287113975659002
2016-08-09,0.0,0.17073170731707318,0.6585365853658537,0.17073170731707318,0.0,0.675,0.25,0.5047633345651639,0.09112862767324532,0.3902439024390244,0.2926829268292683,0.2926829268292683,0.024390243902439025,0.0,0.6375,0.0,0.26556923767289625,0.20340296019228749
2016-08-10,0.0,0.2,0.7,0.1,0.0,0.75,0.25,0.4881380772005772,0.10685954128540988,0.45,0.3,0.1,0.05,0.1,1.0,0.0,0.3050541125541125,0.29112569950227063
2016-08-11,0.0,0.05714285714285714,0.8285714285714286,0.11428571428571428,0.0,0.6833333333333333,0.3,0.5040079365079365,0.07564760005530924,0.6285714285714286,0.2,0.14285714285714285,0.02857142857142857,0.0,0.7,0.0,0.18698412698412697,0.21520663111565352
2016-08-12,0.0,0.029411764705882353,0.7647058823529411,0.14705882352941177,0.058823529411764705,1.0,0.375,0.5513576945929887,0.1248578234169323,0.5588235294117647,0.2647058823529412,0.14705882352941177,0.029411764705882353,0.0,0.75,0.0,0.19301916221033869,0.19513608810606436
2016-08-13,0.03125,0.0625,0.65625,0.21875,0.03125,0.9,0.2,0.5416020698051948,0.12751463663115825,0.4375,0.15625,0.28125,0.09375,0.03125,0.9,0.0,0.31460531655844154,0.2563533431815385
2016-08-14,0.0,0.04878048780487805,0.5365853658536586,0.3902439024390244,0.024390243902439025,1.0,0.2833333333333333,0.580841120261852,0.1331690203395023,0.2682926829268293,0.2926829268292683,0.34146341463414637,0.07317073170731707,0.024390243902439025,1.0,0.0,0.3645854010488157,0.22735210037225106
2016-08-15,0.0,0.07142857142857142,0.6785714285714286,0.21428571428571427,0.03571428571428571,0.8125,0.3,0.5523403679653679,0.11118158795482044,0.42857142857142855,0.17857142857142858,0.25,0.07142857142857142,0.07142857142857142,1.0,0.0,0.32471526489383634,0.29065624822633696
2016-08-16,0.041666666666666664,0.08333333333333333,0.6666666666666666,0.16666666666666666,0.041666666666666664,1.0,0.2,0.5271306818181818,0.15607778617924267,0.5,0.16666666666666666,0.08333333333333333,0.08333333333333333,0.16666666666666666,1.0,0.0,0.3409075877825878,0.32926865312772413
2016-08-17,0.0,0.043478260869565216,0.782608695652174,0.13043478260869565,0.043478260869565216,0.8875,0.25,0.5380434782608695,0.12743841987788562,0.4782608695652174,0.08695652173913043,0.17391304347826086,0.17391304347826086,0.08695652173913043,1.0,0.0,0.3463768115942029,0.3348757480924775
2016-08-18,0.02631578947368421,0.07894736842105263,0.631578947368421,0.23684210526315788,0.02631578947368421,0.9,0.1875,0.5270243316624895,0.13724115526553826,0.5,0.10526315789473684,0.18421052631578946,0.15789473684210525,0.05263157894736842,1.0,0.0,0.31414786967418545,0.31161367573883675
2016-08-19,0.0,0.0625,0.6875,0.25,0.0,0.775,0.25,0.5450825216450217,0.10723923935688717,0.40625,0.3125,0.125,0.03125,0.125,1.0,0.0,0.3331642316017316,0.2930776229801821
2016-08-20,0.0,0.0,0.4782608695652174,0.4782608695652174,0.043478260869565216,0.95,0.41904761904761906,0.6037141602358994,0.11945329184884326,0.30434782608695654,0.2608695652173913,0.2608695652173913,0.043478260869565216,0.13043478260869565,1.0,0.0,0.3926124600037644,0.29001966158555303
2016-08-21,0.0,0.034482758620689655,0.7241379310344828,0.1724137931034483,0.06896551724137931,1.0,0.3875,0.558826068567448,0.1280025279184976,0.2413793103448276,0.2413793103448276,0.41379310344827586,0.034482758620689655,0.06896551724137931,1.0,0.0,0.39065581927650894,0.26764770381193437
2016-08-22,0.02857142857142857,0.14285714285714285,0.6,0.2,0.02857142857142857,0.9,0.2,0.5268199855699857,0.12839048910807968,0.45714285714285713,0.14285714285714285,0.17142857142857143,0.11428571428571428,0.11428571428571428,1.0,0.0,0.3597258297258297,0.32131159876920284
2016-08-23,0.0,0.045454545454545456,0.7272727272727273,0.18181818181818182,0.045454545454545456,0.9,0.375,0.5552112029384757,0.11826875031118525,0.5454545454545454,0.13636363636363635,0.18181818181818182,0.045454545454545456,0.09090909090909091,1.0,0.0,0.26639118457300276,0.3198892162388215
2016-08-24,0.03125,0.03125,0.78125,0.15625,0.0,0.6958333333333333,0.16666666666666669,0.514503658234127,0.09280300440243365,0.375,0.375,0.09375,0.0625,0.09375,1.0,0.0,0.3053138528138528,0.30341781391962214
2016-08-25,0.0,0.05555555555555555,0.9444444444444444,0.0,0.0,0.58,0.4,0.5008459595959596,0.044092855820080906,0.6111111111111112,0.2777777777777778,0.05555555555555555,0.0,0.05555555555555555,1.0,0.0,0.206010101010101,0.25696507769197685
2016-08-26,0.03225806451612903,0.1935483870967742,0.7096774193548387,0.06451612903225806,0.0,0.8,0.09999999999999998,0.48003683144812176,0.13638711605861148,0.45161290322580644,0.16129032258064516,0.16129032258064516,0.06451612903225806,0.16129032258064516,1.0,0.0,0.34136177442629057,0.3380963588417855
2016-08-27,0.0,0.0,0.7333333333333333,0.26666666666666666,0.0,0.75,0.40384615384615385,0.551571225071225,0.09827207942104953,0.4,0.26666666666666666,0.2,0.06666666666666667,0.06666666666666667,1.0,0.0,0.3285014245014245,0.3137621220620126
2016-08-28,0.0,0.0,0.5,0.5,0.0,0.8,0.5111111111111111,0.6236111111111111,0.12816968883399257,0.25,0.25,0.25,0.0,0.25,0.9,0.08888888888888889,0.45416666666666666,0.3470740424556438
2016-08-29,0.0,0.05263157894736842,0.8421052631578947,0.10526315789473684,0.0,0.75,0.25,0.5161283891547049,0.09608430856186442,0.5789473684210527,0.05263157894736842,0.21052631578947367,0.15789473684210525,0.0,0.65,0.0,0.2437799043062201,0.2555230619423219
2016-08-30,0.0,0.1111111111111111,0.7222222222222222,0.16666666666666666,0.0,0.75,0.3125,0.5123260381593715,0.09224115449231629,0.5,0.3055555555555556,0.16666666666666666,0.0,0.027777777777777776,1.0,0.0,0.2151648428731762,0.24068005904793305
2016-08-31,0.0,0.19444444444444445,0.6944444444444444,0.08333333333333333,0.027777777777777776,1.0,0.29375,0.49801943041526375,0.12432583908776976,0.5,0.25,0.16666666666666666,0.0,0.08333333333333333,1.0,0.0,0.2660683221099888,0.2787528876510341
2016-09-01,0.0,0.0,0.7352941176470589,0.20588235294117646,0.058823529411764705,1.0,0.425,0.5630224646676852,0.1252196187452599,0.35294117647058826,0.29411764705882354,0.2647058823529412,0.08823529411764706,0.0,0.75,0.0,0.3061468678380443,0.22867100268551113
2016-09-02,0.0,0.08333333333333333,0.75,0.16666666666666666,0.0,0.75,0.375,0.533685064935065,0.08105787792778499,0.5416666666666666,0.20833333333333334,0.16666666666666666,0.08333333333333333,0.0,0.8,0.0,0.24221756253006255,0.23120516898320087
2016-09-03,0.038461538461538464,0.11538461538461539,0.5769230769230769,0.23076923076923078,0.038461538461538464,0.85,0.125,0.522851800976801,0.1457248245010638,0.46153846153846156,0.19230769230769232,0.19230769230769232,0.07692307692307693,0.07692307692307693,0.9,0.0,0.3034279609279609,0.2775856224437214
2016-09-04,0.0,0.08333333333333333,0.75,0.16666666666666666,0.0,0.775,0.3,0.5314236111111111,0.12042333720219954,0.4166666666666667,0.2916666666666667,0.125,0.0,0.16666666666666666,1.0,0.0,0.33761574074074074,0.3260383091657439
2016-09-05,0.0,0.06896551724137931,0.8275862068965517,0.10344827586206896,0.0,0.7,0.25,0.5029758794845002,0.09117930177541998,0.5862068965517241,0.10344827586206896,0.27586206896551724,0.0,0.034482758620689655,1.0,0.0,0.24022553117380704,0.2431893419329284
2016-09-06,0.027777777777777776,0.027777777777777776,0.75,0.16666666666666666,0.027777777777777776,0.9,0.0,0.5315691638608305,0.14052435193688612,0.5555555555555556,0.1111111111111111,0.1388888888888889,0.1111111111111111,0.08333333333333333,1.0,0.0,0.3096490700657367,0.3169939182396849
